img_name,labels
L15-0603E-1074N_42,agriculture clear haze primary water
L15-0603E-1074N_43,agriculture clear haze primary road water
L15-0603E-1074N_44,agriculture clear haze primary water
L15-0603E-1074N_45,agriculture clear haze primary water
L15-0603E-1074N_46,agriculture clear cultivation habitation haze primary road
L15-0603E-1074N_47,agriculture clear haze primary water
L15-0603E-1074N_48,agriculture clear haze primary water
L15-0603E-1074N_49,agriculture clear haze primary water
L15-0603E-1074N_50,agriculture clear haze primary water
L15-0603E-1074N_51,agriculture clear haze primary water
L15-0603E-1074N_510,agriculture clear haze primary
L15-0603E-1074N_511,agriculture clear haze primary water
L15-0603E-1074N_512,agriculture clear cultivation haze primary
L15-0603E-1074N_513,agriculture clear habitation haze primary water
L15-0603E-1074N_514,agriculture clear habitation haze primary road water
L15-0603E-1074N_515,agriculture clear habitation haze primary road water
L15-0603E-1074N_52,agriculture clear habitation haze primary water
L15-0603E-1074N_53,agriculture clear haze primary road water
L15-0603E-1074N_54,agriculture clear haze primary water
L15-0603E-1074N_55,agriculture cultivation haze primary water
L15-0603E-1074N_56,agriculture clear haze primary water
L15-0603E-1074N_57,agriculture clear haze primary water
L15-0603E-1074N_58,agriculture clear haze primary water
L15-0603E-1074N_59,agriculture clear haze primary road
L15-0603E-1074N_60,agriculture clear primary
L15-0603E-1074N_61,agriculture clear cultivation habitation haze primary road water
L15-0603E-1074N_610,agriculture clear cultivation habitation haze primary water
L15-0603E-1074N_611,agriculture clear haze primary water
L15-0603E-1074N_612,agriculture clear haze primary
L15-0603E-1074N_613,agriculture clear habitation haze primary road water
L15-0603E-1074N_614,agriculture clear habitation haze primary road water
L15-0603E-1074N_615,agriculture clear habitation haze primary road water
L15-0603E-1074N_62,agriculture haze primary water
L15-0603E-1074N_63,agriculture clear cultivation habitation haze primary road water
L15-0603E-1074N_64,agriculture clear haze primary road water
L15-0603E-1074N_65,agriculture clear haze primary road water
L15-0603E-1074N_66,agriculture clear haze primary road
L15-0603E-1074N_67,agriculture clear haze primary water
L15-0603E-1074N_68,agriculture clear haze primary water
L15-0603E-1074N_69,agriculture clear haze primary
L15-0603E-1074N_70,agriculture clear haze primary road
L15-0603E-1074N_71,agriculture clear cultivation haze primary road
L15-0603E-1074N_710,agriculture clear haze primary road water
L15-0603E-1074N_711,agriculture clear haze primary water
L15-0603E-1074N_712,agriculture clear haze primary water
L15-0603E-1074N_713,agriculture clear haze primary road water
L15-0603E-1074N_714,agriculture clear haze primary
L15-0603E-1074N_715,agriculture clear habitation haze primary road water
L15-0603E-1074N_72,agriculture clear cultivation haze primary road water
L15-0603E-1074N_73,agriculture clear haze primary road
L15-0603E-1074N_74,agriculture clear cultivation habitation haze primary road water
L15-0603E-1074N_75,agriculture clear haze primary water
L15-0603E-1074N_76,agriculture clear haze primary water
L15-0603E-1074N_77,agriculture clear primary road water
L15-0603E-1074N_78,agriculture clear haze primary water
L15-0603E-1074N_79,agriculture clear habitation haze primary road water
L15-0603E-1074N_80,agriculture clear cultivation habitation haze primary
L15-0603E-1074N_81,agriculture cultivation haze primary
L15-0603E-1074N_810,agriculture clear haze primary water
L15-0603E-1074N_811,agriculture clear haze primary water
L15-0603E-1074N_812,agriculture clear haze primary water
L15-0603E-1074N_813,agriculture clear haze primary water
L15-0603E-1074N_814,agriculture clear haze primary water
L15-0603E-1074N_815,agriculture clear haze primary road
L15-0603E-1074N_82,agriculture clear cultivation haze primary road
L15-0603E-1074N_83,agriculture clear cultivation habitation haze primary road water
L15-0603E-1074N_84,agriculture clear cultivation haze primary water
L15-0603E-1074N_85,agriculture clear habitation haze primary road water
L15-0603E-1074N_86,agriculture clear primary water
L15-0603E-1074N_87,agriculture clear haze primary road water
L15-0603E-1074N_88,agriculture clear haze primary road water
L15-0603E-1074N_89,agriculture clear haze primary
L15-0603E-1074N_90,agriculture clear cultivation haze primary
L15-0603E-1074N_91,agriculture clear cultivation haze primary
L15-0603E-1074N_910,agriculture clear haze primary water
L15-0603E-1074N_911,agriculture haze primary water
L15-0603E-1074N_912,agriculture clear haze primary water
L15-0603E-1074N_913,agriculture clear haze primary water
L15-0603E-1074N_914,agriculture clear haze primary water
L15-0603E-1074N_915,agriculture clear haze primary road water
L15-0603E-1074N_92,agriculture clear haze primary road
L15-0603E-1074N_93,agriculture clear habitation haze primary road water
L15-0603E-1074N_94,agriculture clear haze primary water
L15-0603E-1074N_95,agriculture clear cultivation haze primary water
L15-0603E-1074N_96,agriculture clear haze primary water
L15-0603E-1074N_97,agriculture clear haze primary
L15-0603E-1074N_98,agriculture clear haze primary road water
L15-0603E-1074N_99,agriculture clear haze primary water
L15-0603E-1075N_00,agriculture cultivation haze primary water
L15-0603E-1075N_01,agriculture cultivation haze primary road
L15-0603E-1075N_010,agriculture clear habitation haze primary water
L15-0603E-1075N_011,clear cloudy water
L15-0603E-1075N_012,clear cloudy water
L15-0603E-1075N_013,clear cloudy water
L15-0603E-1075N_014,clear cloudy water
L15-0603E-1075N_015,clear cloudy water
L15-0603E-1075N_02,agriculture clear habitation haze primary road
L15-0603E-1075N_03,agriculture clear habitation haze primary road
L15-0603E-1075N_04,agriculture clear cultivation primary road
L15-0603E-1075N_05,agriculture clear habitation primary road
L15-0603E-1075N_06,agriculture clear cultivation haze primary road
L15-0603E-1075N_07,agriculture clear primary road
L15-0603E-1075N_08,agriculture clear primary road
L15-0603E-1075N_09,agriculture clear cultivation primary road
L15-0603E-1075N_10,agriculture clear cultivation haze primary
L15-0603E-1075N_100,agriculture clear habitation haze primary road
L15-0603E-1075N_101,agriculture clear habitation primary road water
L15-0603E-1075N_1010,agriculture clear haze primary road water
L15-0603E-1075N_1011,agriculture clear haze primary water
L15-0603E-1075N_1012,agriculture clear haze primary water
L15-0603E-1075N_1013,agriculture clear haze primary water
L15-0603E-1075N_1014,agriculture clear haze primary water
L15-0603E-1075N_1015,agriculture clear haze primary road water
L15-0603E-1075N_102,agriculture clear habitation haze primary road water
L15-0603E-1075N_103,agriculture clear habitation haze primary road water
L15-0603E-1075N_104,agriculture clear habitation haze primary road water
L15-0603E-1075N_105,agriculture clear habitation haze primary road water
L15-0603E-1075N_106,agriculture clear habitation haze primary road water
L15-0603E-1075N_107,agriculture clear haze primary water
L15-0603E-1075N_108,agriculture clear haze primary water
L15-0603E-1075N_109,agriculture clear haze primary road water
L15-0603E-1075N_11,agriculture cultivation haze primary
L15-0603E-1075N_110,agriculture clear haze primary road water
L15-0603E-1075N_111,agriculture clear habitation haze primary water
L15-0603E-1075N_1110,agriculture clear haze primary road water
L15-0603E-1075N_1111,agriculture clear habitation haze primary road water
L15-0603E-1075N_1112,agriculture clear habitation haze primary road water
L15-0603E-1075N_1113,agriculture clear haze primary road water
L15-0603E-1075N_1114,agriculture clear haze primary water
L15-0603E-1075N_1115,agriculture clear haze primary water
L15-0603E-1075N_112,agriculture clear haze primary water
L15-0603E-1075N_113,agriculture clear haze primary road water
L15-0603E-1075N_114,agriculture clear haze primary water
L15-0603E-1075N_115,agriculture clear haze primary road water
L15-0603E-1075N_116,agriculture clear habitation haze primary road water
L15-0603E-1075N_117,agriculture clear habitation haze primary road water
L15-0603E-1075N_118,agriculture clear habitation haze primary road water
L15-0603E-1075N_119,agriculture clear haze primary water
L15-0603E-1075N_12,agriculture clear primary
L15-0603E-1075N_120,agriculture clear habitation haze primary road water
L15-0603E-1075N_121,agriculture clear cultivation haze primary
L15-0603E-1075N_1210,agriculture clear habitation haze primary road water
L15-0603E-1075N_1211,agriculture clear habitation primary road water
L15-0603E-1075N_1212,agriculture clear primary road water
L15-0603E-1075N_1213,agriculture clear primary road water
L15-0603E-1075N_1214,agriculture clear habitation haze primary road
L15-0603E-1075N_1215,agriculture clear primary water
L15-0603E-1075N_122,agriculture haze primary water
L15-0603E-1075N_123,agriculture clear haze primary water
L15-0603E-1075N_124,agriculture clear haze primary water
L15-0603E-1075N_125,agriculture clear habitation haze primary road water
L15-0603E-1075N_126,agriculture clear cultivation haze primary road water
L15-0603E-1075N_127,agriculture clear haze primary water
L15-0603E-1075N_128,agriculture clear cultivation habitation haze primary road water
L15-0603E-1075N_129,agriculture clear primary road
L15-0603E-1075N_13,agriculture clear habitation primary road
L15-0603E-1075N_130,agriculture clear primary water
L15-0603E-1075N_131,agriculture clear haze primary water
L15-0603E-1075N_1310,agriculture clear cultivation primary
L15-0603E-1075N_1311,agriculture clear habitation haze primary road water
L15-0603E-1075N_1312,agriculture clear haze primary road water
L15-0603E-1075N_1313,agriculture clear haze primary road water
L15-0603E-1075N_1314,agriculture clear haze primary road
L15-0603E-1075N_1315,agriculture clear haze primary water
L15-0603E-1075N_132,agriculture clear haze primary water
L15-0603E-1075N_133,agriculture clear haze primary water
L15-0603E-1075N_134,agriculture clear cultivation habitation haze primary water
L15-0603E-1075N_135,agriculture clear habitation haze primary road water
L15-0603E-1075N_136,agriculture clear haze primary water
L15-0603E-1075N_137,agriculture clear cloudy haze primary water
L15-0603E-1075N_138,agriculture clear haze primary water
L15-0603E-1075N_139,agriculture clear haze primary water
L15-0603E-1075N_14,agriculture clear habitation primary road
L15-0603E-1075N_140,agriculture clear haze primary
L15-0603E-1075N_141,agriculture clear habitation primary road water
L15-0603E-1075N_1410,agriculture clear haze primary water
L15-0603E-1075N_1411,agriculture clear habitation haze primary water
L15-0603E-1075N_1412,agriculture clear habitation haze primary water
L15-0603E-1075N_1413,agriculture clear primary road
L15-0603E-1075N_1414,agriculture clear haze primary road
L15-0603E-1075N_1415,agriculture clear haze primary water
L15-0603E-1075N_142,agriculture clear haze primary water
L15-0603E-1075N_143,agriculture clear haze primary road water
L15-0603E-1075N_144,agriculture clear cultivation habitation haze primary road water
L15-0603E-1075N_145,agriculture clear cultivation habitation haze primary road water
L15-0603E-1075N_146,agriculture clear cultivation habitation haze primary water
L15-0603E-1075N_147,agriculture clear habitation haze primary water
L15-0603E-1075N_148,agriculture haze primary water
L15-0603E-1075N_149,agriculture clear haze primary water
L15-0603E-1075N_15,agriculture clear habitation primary road water
L15-0603E-1075N_150,agriculture clear haze primary water
L15-0603E-1075N_151,agriculture clear haze primary road water
L15-0603E-1075N_1510,agriculture clear primary water
L15-0603E-1075N_1511,agriculture clear cultivation haze primary
L15-0603E-1075N_1512,agriculture clear cultivation habitation haze primary water
L15-0603E-1075N_1513,agriculture clear habitation haze primary road
L15-0603E-1075N_1514,agriculture clear haze primary water
L15-0603E-1075N_1515,agriculture clear haze primary road
L15-0603E-1075N_152,agriculture clear haze primary road water
L15-0603E-1075N_153,agriculture clear haze primary water
L15-0603E-1075N_154,agriculture clear cultivation haze primary road water
L15-0603E-1075N_155,agriculture clear cultivation habitation haze primary road water
L15-0603E-1075N_156,agriculture clear cultivation habitation haze primary water
L15-0603E-1075N_157,agriculture habitation haze primary water
L15-0603E-1075N_158,agriculture haze primary water
